category,file,grid_size,dp_time,dp_comparisons,naive_time,naive_comparisons
animals,animals_1.txt,50x50,0.06600093841552734,326660,0.1368546485900879,70000
animals,animals_10.txt,50x50,0.05000948905944824,220833,0.13900184631347656,70000
animals,animals_100.txt,50x50,0.04205751419067383,217589,0.14774608612060547,70000
animals,animals_11.txt,50x50,0.03409624099731445,200897,0.10550117492675781,70000
animals,animals_12.txt,50x50,0.05261993408203125,266187,0.12937259674072266,70000
animals,animals_13.txt,50x50,0.0684208869934082,283070,0.126298189163208,70000
animals,animals_14.txt,50x50,0.05704975128173828,247197,0.12043881416320801,70000
animals,animals_15.txt,50x50,0.048505544662475586,251450,0.10851263999938965,70000
animals,animals_16.txt,50x50,0.036998748779296875,236883,0.1360156536102295,70000
animals,animals_17.txt,50x50,0.059998273849487305,257261,0.13351130485534668,70000
animals,animals_18.txt,50x50,0.050498008728027344,262283,0.1430187225341797,70000
animals,animals_19.txt,50x50,0.05899858474731445,248826,0.13851475715637207,70000
animals,animals_2.txt,50x50,0.07400012016296387,276248,0.18601465225219727,70000
animals,animals_20.txt,50x50,0.0635063648223877,244209,0.16552042961120605,70000
animals,animals_21.txt,50x50,0.04899787902832031,260852,0.15953993797302246,70000
animals,animals_22.txt,50x50,0.04599881172180176,222341,0.1380150318145752,70000
animals,animals_23.txt,50x50,0.03699922561645508,217813,0.13250946998596191,70000
animals,animals_24.txt,50x50,0.06250143051147461,249026,0.17301559448242188,70000
animals,animals_25.txt,50x50,0.04700279235839844,190455,0.1547403335571289,70000
animals,animals_26.txt,50x50,0.09750008583068848,277634,0.12769603729248047,70000
animals,animals_27.txt,50x50,0.08485531806945801,273883,0.13811469078063965,70000
animals,animals_28.txt,50x50,0.04699850082397461,216990,0.15801644325256348,70000
animals,animals_29.txt,50x50,0.05800151824951172,268837,0.1740126609802246,70000
animals,animals_3.txt,50x50,0.07450556755065918,315216,0.17602968215942383,70000
animals,animals_30.txt,50x50,0.039998769760131836,255875,0.1603410243988037,70000
animals,animals_31.txt,50x50,0.03399825096130371,177920,0.15701556205749512,70000
animals,animals_32.txt,50x50,0.03399968147277832,213819,0.1465451717376709,70000
animals,animals_33.txt,50x50,0.06603693962097168,234952,0.1530132293701172,70000
animals,animals_34.txt,50x50,0.04400491714477539,187518,0.13301372528076172,70000
animals,animals_35.txt,50x50,0.05200314521789551,234914,0.1653132438659668,70000
animals,animals_36.txt,50x50,0.060750484466552734,210999,0.1345059871673584,70000
animals,animals_37.txt,50x50,0.07051301002502441,310139,0.16651082038879395,70000
animals,animals_38.txt,50x50,0.07799887657165527,315815,0.18701434135437012,70000
animals,animals_39.txt,50x50,0.03953242301940918,183785,0.09501099586486816,70000
animals,animals_4.txt,50x50,0.061000823974609375,233109,0.14859294891357422,70000
animals,animals_40.txt,50x50,0.043057918548583984,232377,0.18529391288757324,70000
animals,animals_41.txt,50x50,0.06950879096984863,227632,0.12550830841064453,70000
animals,animals_42.txt,50x50,0.05102181434631348,260682,0.2050154209136963,70000
animals,animals_43.txt,50x50,0.0359957218170166,172033,0.10550975799560547,70000
animals,animals_44.txt,50x50,0.0655055046081543,247378,0.1275157928466797,70000
animals,animals_45.txt,50x50,0.05357193946838379,217856,0.1680164337158203,70000
animals,animals_46.txt,50x50,0.07650542259216309,276105,0.17650818824768066,70000
animals,animals_47.txt,50x50,0.05409121513366699,235543,0.13701248168945312,70000
