category,file,grid_size,dp_time,dp_comparisons,naive_time,naive_comparisons
animals,animals_1.txt,80x80,0.12812399864196777,713909,0.42702698707580566,179200
animals,animals_10.txt,80x80,0.1392509937286377,622958,0.28359293937683105,179200
animals,animals_100.txt,80x80,0.11349058151245117,570829,0.26479578018188477,179200
animals,animals_11.txt,80x80,0.10367465019226074,635856,0.3661363124847412,179200
animals,animals_12.txt,80x80,0.11591506004333496,650713,0.37780117988586426,179200
animals,animals_13.txt,80x80,0.21755194664001465,919501,0.4584624767303467,179200
animals,animals_14.txt,80x80,0.15758872032165527,723056,0.3887653350830078,179200
animals,animals_15.txt,80x80,0.16512227058410645,761788,0.3733236789703369,179200
animals,animals_16.txt,80x80,0.10995721817016602,629940,0.3690531253814697,179200
animals,animals_17.txt,80x80,0.15231633186340332,646374,0.4303297996520996,179200
animals,animals_18.txt,80x80,0.1386103630065918,709051,0.3917536735534668,179200
animals,animals_19.txt,80x80,0.1708524227142334,826701,0.43096208572387695,179200
animals,animals_2.txt,80x80,0.204636812210083,766095,0.3627781867980957,179200
animals,animals_20.txt,80x80,0.09972310066223145,541445,0.3366835117340088,179200
animals,animals_21.txt,80x80,0.1178438663482666,623079,0.36710071563720703,179200
animals,animals_22.txt,80x80,0.10794496536254883,495730,0.3293302059173584,179200
animals,animals_23.txt,80x80,0.15059471130371094,616900,0.37696218490600586,179200
animals,animals_24.txt,80x80,0.17550396919250488,828479,0.4412083625793457,179200
animals,animals_25.txt,80x80,0.1646132469177246,757218,0.38126134872436523,179200
animals,animals_26.txt,80x80,0.13752532005310059,736907,0.35952091217041016,179200
animals,animals_27.txt,80x80,0.1330258846282959,813281,0.4352302551269531,179200
animals,animals_28.txt,80x80,0.2146918773651123,900280,0.4698801040649414,179200
animals,animals_29.txt,80x80,0.09517359733581543,667345,0.3831307888031006,179200
animals,animals_3.txt,80x80,0.1963362693786621,758487,0.423598051071167,179200
animals,animals_30.txt,80x80,0.0707237720489502,401457,0.2744903564453125,179200
animals,animals_31.txt,80x80,0.1400151252746582,627444,0.3887639045715332,179200
animals,animals_32.txt,80x80,0.1560957431793213,745125,0.3534266948699951,179200
animals,animals_33.txt,80x80,0.24552035331726074,832379,0.48701024055480957,179200
animals,animals_34.txt,80x80,0.17433643341064453,674366,0.3955409526824951,179200
animals,animals_35.txt,80x80,0.18352866172790527,736025,0.47199296951293945,179200
animals,animals_36.txt,80x80,0.12050342559814453,556762,0.3283681869506836,179200
animals,animals_37.txt,80x80,0.1727001667022705,854379,0.44506001472473145,179200
animals,animals_38.txt,80x80,0.06401658058166504,527216,0.2911853790283203,179200
animals,animals_39.txt,80x80,0.12932038307189941,564896,0.3969142436981201,179200
animals,animals_4.txt,80x80,0.17502164840698242,710225,0.4279353618621826,179200
animals,animals_40.txt,80x80,0.13501381874084473,561168,0.4050436019897461,179200
animals,animals_41.txt,80x80,0.17207551002502441,699558,0.42087435722351074,179200
animals,animals_42.txt,80x80,0.1975252628326416,747480,0.4186286926269531,179200
animals,animals_43.txt,80x80,0.15503215789794922,747634,0.43154406547546387,179200
animals,animals_44.txt,80x80,0.17130112648010254,727517,0.39647364616394043,179200
animals,animals_45.txt,80x80,0.09601736068725586,462014,0.2720785140991211,179200
animals,animals_46.txt,80x80,0.13350343704223633,496490,0.3576016426086426,179200
animals,animals_47.txt,80x80,0.09450650215148926,670319,0.42705774307250977,179200
animals,animals_48.txt,80x80,0.16829156875610352,632122,0.36489272117614746,179200
animals,animals_49.txt,80x80,0.1909632682800293,776343,0.47003650665283203,179200
animals,animals_5.txt,80x80,0.2136704921722412,728579,0.48343682289123535,179200
animals,animals_50.txt,80x80,0.19096851348876953,802621,0.5245809555053711,179200
animals,animals_51.txt,80x80,0.178480863571167,742031,0.4290344715118408,179200
animals,animals_52.txt,80x80,0.19367241859436035,769891,0.39240241050720215,179200
animals,animals_53.txt,80x80,0.12650704383850098,541700,0.36727476119995117,179200
animals,animals_54.txt,80x80,0.25359082221984863,834783,0.5011293888092041,179200
animals,animals_55.txt,80x80,0.24719452857971191,848735,0.511817455291748,179200
animals,animals_56.txt,80x80,0.07250857353210449,368005,0.2549440860748291,179200
animals,animals_57.txt,80x80,0.22633981704711914,782405,0.476574182510376,179200
animals,animals_58.txt,80x80,0.2206707000732422,949390,0.5469834804534912,179200
animals,animals_59.txt,80x80,0.13651013374328613,605639,0.3715553283691406,179200
animals,animals_6.txt,80x80,0.12555289268493652,593006,0.37969470024108887,179200
animals,animals_60.txt,80x80,0.22062110900878906,796948,0.47806215286254883,179200
animals,animals_61.txt,80x80,0.2268061637878418,870042,0.4977424144744873,179200
animals,animals_62.txt,80x80,0.1605086326599121,711315,0.4226686954498291,179200
animals,animals_63.txt,80x80,0.15350580215454102,611790,0.3786191940307617,179200
animals,animals_64.txt,80x80,0.15294361114501953,707749,0.43657898902893066,179200
animals,animals_65.txt,80x80,0.1265106201171875,611348,0.41770076751708984,179200
animals,animals_66.txt,80x80,0.18921160697937012,909270,0.47882580757141113,179200
animals,animals_67.txt,80x80,0.17452406883239746,755068,0.406219482421875,179200
animals,animals_68.txt,80x80,0.2963099479675293,1215666,0.529386043548584,179200
animals,animals_69.txt,80x80,0.08871078491210938,551571,0.26146888732910156,179200
animals,animals_7.txt,80x80,0.12063932418823242,718726,0.38677525520324707,179200
animals,animals_70.txt,80x80,0.18854331970214844,710575,0.4100830554962158,179200
animals,animals_71.txt,80x80,0.15468454360961914,638687,0.35947346687316895,179200
animals,animals_72.txt,80x80,0.13628435134887695,780718,0.42809629440307617,179200
animals,animals_73.txt,80x80,0.1065835952758789,416603,0.30015134811401367,179200
animals,animals_74.txt,80x80,0.1395115852355957,586217,0.30188441276550293,179200
animals,animals_75.txt,80x80,0.2214512825012207,866926,0.5168890953063965,179200
animals,animals_76.txt,80x80,0.0932316780090332,556525,0.31595301628112793,179200
animals,animals_77.txt,80x80,0.23755359649658203,858827,0.4787454605102539,179200
animals,animals_78.txt,80x80,0.0509183406829834,382752,0.22695183753967285,179200
animals,animals_79.txt,80x80,0.06550812721252441,423352,0.2915773391723633,179200
animals,animals_8.txt,80x80,0.13376498222351074,641172,0.3728294372558594,179200
animals,animals_80.txt,80x80,0.0975186824798584,564991,0.2954728603363037,179200
animals,animals_81.txt,80x80,0.12405896186828613,575890,0.36382198333740234,179200
animals,animals_82.txt,80x80,0.19128680229187012,850196,0.45088744163513184,179200
animals,animals_83.txt,80x80,0.22899317741394043,944463,0.5109193325042725,179200
animals,animals_84.txt,80x80,0.05953073501586914,491194,0.2503230571746826,179200
animals,animals_85.txt,80x80,0.1372976303100586,693153,0.3390316963195801,179200
animals,animals_86.txt,80x80,0.11203241348266602,546963,0.3246181011199951,179200
animals,animals_87.txt,80x80,0.17601370811462402,754255,0.4558296203613281,179200
animals,animals_88.txt,80x80,0.1859281063079834,760057,0.40171074867248535,179200
animals,animals_89.txt,80x80,0.22687792778015137,814573,0.4479484558105469,179200
animals,animals_9.txt,80x80,0.14406919479370117,618232,0.3241615295410156,179200
animals,animals_90.txt,80x80,0.17863750457763672,902356,0.4810299873352051,179200
animals,animals_91.txt,80x80,0.14267849922180176,628402,0.4489891529083252,179200
animals,animals_92.txt,80x80,0.1483004093170166,807552,0.4230613708496094,179200
animals,animals_93.txt,80x80,0.18618202209472656,917231,0.5183165073394775,179200
animals,animals_94.txt,80x80,0.14046001434326172,638393,0.30256199836730957,179200
animals,animals_95.txt,80x80,0.10451674461364746,506141,0.2797577381134033,179200
animals,animals_96.txt,80x80,0.18356895446777344,778425,0.40761256217956543,179200
animals,animals_97.txt,80x80,0.20557427406311035,807388,0.47501492500305176,179200
animals,animals_98.txt,80x80,0.16136932373046875,837686,0.4585883617401123,179200
animals,animals_99.txt,80x80,0.2783472537994385,1052422,0.553410530090332,179200
body_parts,body_parts_1.txt,80x80,0.09752297401428223,445381,0.25300168991088867,134400
body_parts,body_parts_10.txt,80x80,0.0364689826965332,218748,0.12840509414672852,134400
body_parts,body_parts_100.txt,80x80,0.08699989318847656,359549,0.18902325630187988,134400
body_parts,body_parts_11.txt,80x80,0.04957008361816406,285133,0.17100858688354492,134400
body_parts,body_parts_12.txt,80x80,0.07546353340148926,365193,0.2526130676269531,134400
body_parts,body_parts_13.txt,80x80,0.05299639701843262,294733,0.20061111450195312,134400
body_parts,body_parts_14.txt,80x80,0.05399775505065918,284354,0.19700002670288086,134400
body_parts,body_parts_15.txt,80x80,0.12126684188842773,478216,0.3013463020324707,134400
body_parts,body_parts_16.txt,80x80,0.10392236709594727,465609,0.3128829002380371,134400
body_parts,body_parts_17.txt,80x80,0.17855572700500488,557220,0.3467905521392822,134400
body_parts,body_parts_18.txt,80x80,0.07654595375061035,347066,0.19986224174499512,134400
body_parts,body_parts_19.txt,80x80,0.14002490043640137,501517,0.33419203758239746,134400
body_parts,body_parts_2.txt,80x80,0.036577701568603516,253464,0.18955659866333008,134400
body_parts,body_parts_20.txt,80x80,0.07699823379516602,382536,0.2518651485443115,134400
body_parts,body_parts_21.txt,80x80,0.10931825637817383,431158,0.29811739921569824,134400
body_parts,body_parts_22.txt,80x80,0.1934375762939453,554869,0.29915785789489746,134400
